source	id	tag	value	candidate	error
bsz	055632734	020.z	887763030	NA	E_MISS
bsz	274007002	020.z	01430.3679 3	NA	E_MISS
bsz	10425291X	020.9	8419-0040-X	84190040X	E_LEN
bsz	303640391	020.z	978358951458	978358951458	E_LEN
bsz	018187579	020.z	388414825	NA	E_MISS
bsz	115625771	020.z	07100000324	07100000324	E_LEN
bsz	358820588	020.9	278-00526-2	278005262	E_LEN
bsz	013763938	020.9	3-900-464-53-	390046453	E_LEN
bsz	305198580	020.z	978585050158	978585050158	E_LEN
bsz	060193867	020.z	973954238	NA	E_MISS
bsz	252513630	020.9	84810039X	NA	E_MISS
bsz	052155625	020.z	413270281	NA	E_MISS
bsz	266484298	020.9	978-3-447-5525-3	978344755253	E_LEN
bsz	077868110	020.9	3-19-01260-X	31901260X	E_LEN
bsz	011616997	020.9	3-541-5411-5	354154115	E_LEN
bsz	091463467	020.9	3-774-8790-2	377487902	E_LEN
bsz	260982237	020.z	978980773690	978980773690	E_LEN
bsz	307826589	020.9	978-3-447-6054-7	978344760547	E_LEN
bsz	052594815	020.9	5-933-86-003-	593386003	E_LEN
bsz	280998759	020.9	978-3-527-320460-2	97835273204602	E_LEN
bsz	27373279X	020.9	978-3-934579-44	978393457944	E_LEN
bsz	058040064	020.z	0415906130X	0415906130X	E_LEN
bsz	05385991X	020.9	3-423-7380-2	342373802	E_LEN
bsz	288582381	020.9	978-7-5600-06525-0	97875600065250	E_LEN
bsz	040314847	020.9	2-7108-455-7	271084557	E_LEN
bsz	107763257	020.9	3-8112-001-1	381120011	E_LEN
bsz	340456515	020.9	978-92-3-14173-0	978923141730	E_LEN
bsz	089275853	020.9	2-980-3247-6-	298032476	E_LEN
bsz	011093528	020.9	07-071568-8	070715688	E_LEN
bsz	272970433	020.z	978290178568	978290178568	E_LEN
bsz	023658800	020.z	887814088	NA	E_MISS
bsz	250467593	020.z	978938767078	978938767078	E_LEN
bsz	034113231	020.z	388132201	NA	E_MISS
bsz	088667502	020.z	861902579	NA	E_MISS
bsz	038307324	020.z	311002456	NA	E_MISS
bsz	096713852	020.9	3-934358-172-4	39343581724	E_LEN
bsz	365786187	776.z	978311287202	978311287202	E_LEN
bsz	086701592	020.z	83858463441	83858463441	E_LEN
bsz	261335758	020.z	978262024246	978262024246	E_LEN
bsz	258636505	020.z	22136325247	22136325247	E_LEN
bsz	321815467	020.z	80314967	NA	E_MISS
bsz	006353959	020.z	130326070	NA	E_MISS
bsz	012304794	020.z	35701066x	NA	E_MISS
bsz	262151413	020.9	978-88476-896-9	978884768969	E_LEN
bsz	060296844	020.z	808511548	NA	E_MISS
bsz	024021814	020.9	3-886-08-247-	388608247	E_LEN
bsz	370691253	020.9	978883171161	978883171161	E_LEN
bsz	250221063	020.z	978534155903	978534155903	E_LEN
bsz	355362074	020.9	011-2-01-00003S-I	01120100003	E_LEN
bsz	023978481	020.z	951884850	NA	E_MISS
bsz	287719375	020.z	323935974159	323935974159	E_LEN
bsz	047442514	020.9	3-776-0658-8	377606588	E_LEN
bsz	063408473	020.z	087141110	NA	E_MISS
bsz	025478281	020.9	91-22-0093-3	912200933	E_LEN
bsz	062125176	020.z	571370593	NA	E_MISS
bsz	11702242X	020.z	97814051267	97814051267	E_LEN
bsz	323378617	020.9	978023935262	978023935262	E_LEN
bsz	016401735	020.9	20524-6	NA	E_MISS
bsz	021996059	020.z	347317631	NA	E_MISS
bsz	047936258	020.9	0-942-642-31-	094264231	E_LEN
bsz	392162245	020.9	978-88-317-1485	978883171485	E_LEN
bsz	011151080	020.9	442-06959-6	442069596	E_LEN
bsz	019257635	020.z	387060751	NA	E_MISS
bsz	050170767	020.z	34215021X	NA	E_MISS
bsz	252664434	020.z	139780713674989	139780713674989	E_LEN
bsz	043783163	020.9	3-487-0556-2	348705562	E_LEN
bsz	121838250	020.9	81-263-798-6	812637986	E_LEN
bsz	064773639	020.z	39805008X	NA	E_MISS
bsz	393653277	020.z	pdf	NA	E_MISS
bsz	288033124	020.z	220610658	NA	E_MISS
bsz	038036304	020.9	3-14-300326-	314300326	E_LEN
bsz	309544726	020.z	978143893104	978143893104	E_LEN
bsz	307222934	776.z	978142087035	978142087035	E_LEN
bsz	047902159	020.9	08-016607-5	080166075	E_LEN
bsz	018607438	020.9	0-397-5140-6	039751406	E_LEN
bsz	055426700	020.9	3-927902-012-8	39279020128	E_LEN
bsz	011038489	020.z	35190311X	NA	E_MISS
bsz	031201016	020.9	2-218-0522-6	221805226	E_LEN
bsz	260569569	020.z	978383628255	978383628255	E_LEN
bsz	117108375	020.z	97803872503	97803872503	E_LEN
bsz	041972007	020.z	387501817f	NA	E_MISS
bsz	050897055	020.z	088033367	NA	E_MISS
bsz	28538760X	020.z	330961067	NA	E_MISS
bsz	093519451	020.z	379110053	NA	E_MISS
bsz	003496856	020.9	3-12-92743-8	312927438	E_LEN
bsz	120800047	020.z	390522404	NA	E_MISS
bsz	117180432	020.z	97852184858	97852184858	E_LEN
bsz	029244811	020.z	31500028835	31500028835	E_LEN
bsz	012120103	020.9	90-04-7102-4	900471024	E_LEN
bsz	324845650	020.9	0-93033-27-6	093033276	E_LEN
bsz	349647518	020.z	671753606	NA	E_MISS
bsz	070046697	020.z	586004123	NA	E_MISS
bsz	310529662	020.9	5-02-032-60-0	502032600	E_LEN
bsz	052887553	020.z	39302080808	39302080808	E_LEN
bsz	054131308	020.z	35400558001	35400558001	E_LEN
bsz	080963129	020.z	390811747	NA	E_MISS
bsz	272977683	020.9	978-211-05020-4	978211050204	E_LEN
bsz	280851553	020.9	978-85484-437-9	978854844379	E_LEN
bsz	081674155	020.9	520-0158-0	52001580	E_LEN
bsz	009320156	020.z	377991838	NA	E_MISS
bsz	325878897	020.9	978-30-321-62930-2	97830321629302	E_LEN
bsz	00517077X	020.z	087170480	NA	E_MISS
bsz	053123441	020.9	3-924734-170-2	39247341702	E_LEN
bsz	063797380	020.9	3-92339-17-1	392339171	E_LEN
bsz	250415429	020.9	3-952827-3-1	395282731	E_LEN
bsz	38291127X	020.9	970-5671-6-2	970567162	E_LEN
bsz	006507808	020.z	387038292	NA	E_MISS
bsz	287719375	020.9	3-23-935974-15-9	323935974159	E_LEN
bsz	107281805	020.9	3-88640-99-9	388640999	E_LEN
bsz	054031125	020.9	2-02-05605-4	202056054	E_LEN
bsz	25071003X	020.z	978376182034	978376182034	E_LEN
bsz	260177202	020.9	978-3-406-5587-8	978340655878	E_LEN
bsz	360595537	020.z	978389889149	978389889149	E_LEN
bsz	03853245X	020.z	390074662	NA	E_MISS
bsz	082878706	020.9	3-12-98436-4	312984364	E_LEN
bsz	071033912	020.9	2-218-6800-1	221868001	E_LEN
bsz	007015208	020.9	3-7651-122-2	376511222	E_LEN
bsz	304609668	776.z	978052178218	978052178218	E_LEN
bsz	391792180	020.z	978110297690	978110297690	E_LEN
bsz	014231921	020.z	392269449	NA	E_MISS
bsz	117877573	020.z	97883433008	97883433008	E_LEN
bsz	095393854	020.z	190066325	NA	E_MISS
bsz	016972481	020.9	3-7922-008-2	379220082	E_LEN
bsz	075182998	020.9	404-04879-X	40404879X	E_LEN
bsz	028383125	020.z	022614422	NA	E_MISS
bsz	346591325	020.9	1-234567-9	12345679	E_LEN
bsz	294362509	020.z	978317207660	978317207660	E_LEN
bsz	348718373	776.z	978775730557	978775730557	E_LEN
bsz	050454943	020.9	83-04-0-4118-	830404118	E_LEN
bsz	286972522	020.9	3-93493-02-X	39349302X	E_LEN
bsz	346703379	020.9	978-88-317-0820	978883170820	E_LEN
bsz	350580146	020.z	978110260960	978110260960	E_LEN
bsz	080694349	020.9	2-503-0458-0	250304580	E_LEN
bsz	045548765	020.9	3-8540-020-0	385400200	E_LEN
bsz	394462807	020.z	02086069	NA	E_MISS
bsz	018918115	020.z	381423224	NA	E_MISS
bsz	312786484	020.9	978-86110-466-7	978861104667	E_LEN
bsz	056146914	020.z	088314507f 	NA	E_MISS
bsz	04223154X	020.z	37883082781	37883082781	E_LEN
bsz	375339795	020.9	2012	NA	E_MISS
bsz	047799188	020.9	3-360-380-2	33603802	E_LEN
bsz	03828068X	020.9	3-19-03251-3	319032513	E_LEN
bsz	003405788	020.z	353302198	NA	E_MISS
bsz	354774506	776.z	97831102644654	97831102644654	E_LEN
bsz	084086343	020.z	204185003	NA	E_MISS
bsz	051117118	020.z	18739668523	18739668523	E_LEN
bsz	004657284	020.9	3-471-6656-1	347166561	E_LEN
bsz	028789199	020.z	20415387X	NA	E_MISS
bsz	07185679X	020.9	3-8814-913-4	388149134	E_LEN
bsz	112500072	020.z	748401997	NA	E_MISS
bsz	116549645	020.z	344751566	NA	E_MISS
bsz	003100413	020.9	3-571-9204-X	35719204X	E_LEN
bsz	009323732	020.9	00-86538-023-6	00865380236	E_LEN
bsz	378264168	020.9	978-0-273-78099.1	978027378099	E_LEN
bsz	082949190	020.z	393177018	NA	E_MISS
bsz	050588052	020.z	313102554	NA	E_MISS
bsz	041783050	020.9	3-89473-2038-6	38947320386	E_LEN
bsz	313965471	776.z	978203867259	978203867259	E_LEN
bsz	117653527	020.z	1032118381X	1032118381X	E_LEN
bsz	011165650	776.z	97836428758921	97836428758921	E_LEN
bsz	260830968	020.z	393074212B	NA	E_MISS
bsz	097672416	020.9	3-421-5623-4	342156234	E_LEN
bsz	393653277	020.9	pdf	NA	E_MISS
bsz	037559893	020.9	3-88352-17-9	388352179	E_LEN
bsz	021730067	020.9	5-265-1644-9	526516449	E_LEN
bsz	007335407	020.z	346201453	NA	E_MISS
bsz	27548470X	020.z	02016563570	02016563570	E_LEN
bsz	088707172	020.z	388609566	NA	E_MISS
bsz	12157217X	020.z	97839082255086	97839082255086	E_LEN
bsz	330905279	020.9	978-3-023558-6	97830235586	E_LEN
bsz	26471377X	020.9	978-3-409-0141-5	978340901415	E_LEN
bsz	061255734	020.9	0-300-7730-0	030077300	E_LEN
bsz	059759658	020.z	812156042	NA	E_MISS
bsz	337665230	776.z	97814444343779	97814444343779	E_LEN
bsz	255753454	020.z	312592552	NA	E_MISS
bsz	121272311	020.9	3-9357786-60-0	39357786600	E_LEN
bsz	319210359	020.9	978-468-90871-2	978468908712	E_LEN
bsz	355987783	020.z	978591221047	978591221047	E_LEN
bsz	046651950	020.9	3-8075-032-4	380750324	E_LEN
bsz	018944361	020.9	2-905-053-51-	290505351	E_LEN
bsz	021077215	020.9	3-12-40950-6	312409506	E_LEN
bsz	108591794	020.z	072512225	NA	E_MISS
bsz	09184892X	020.z	608941673	NA	E_MISS
bsz	085656615	020.z	393271534	NA	E_MISS
bsz	045038163	020.z	37628530X	NA	E_MISS
bsz	011213647	020.9	470-11652-8	470116528	E_LEN
bsz	067484956	020.9	9-06-182-651-	906182651	E_LEN
bsz	258414251	020.9	19-562258-8	195622588	E_LEN
bsz	009319697	020.z	357021408	NA	E_MISS
bsz	358446848	020.z	97800813700243	97800813700243	E_LEN
bsz	054131308	020.z	03870558001	03870558001	E_LEN
bsz	254235816	020.z	97834684949	97834684949	E_LEN
bsz	005466954	020.9	3-518-7448-2	351874482	E_LEN
bsz	331869071	020.9	7-221-0265	72210265	E_LEN
bsz	289456797	020.z	97838715433876	97838715433876	E_LEN
bsz	012407690	020.9	90-256-878-7	902568787	E_LEN
bsz	053115139	020.9	2-85-802-943-	285802943	E_LEN
bsz	082572658	020.z	154880376	NA	E_MISS
bsz	061984647	020.9	3-900-270-37-	390027037	E_LEN
bsz	261320696	020.9	978-88120-434-7	978881204347	E_LEN
bsz	32276923X	020.9	978-981-42822-42-0	97898142822420	E_LEN
bsz	257929940	020.z	978460325739	978460325739	E_LEN
bsz	275516369	020.z	3927565O40	NA	E_MISS
bsz	036756016	020.z	588621016	NA	E_MISS
bsz	000952567	020.9	7000-1344-X	70001344X	E_LEN
bsz	271746076	020.z	563083379	NA	E_MISS
bsz	042952255	020.z	272833037	NA	E_MISS
bsz	120806592	020.9	3-87350-15-9	387350159	E_LEN
bsz	339009160	020.9	978-8365-1992-2	978836519922	E_LEN
bsz	002833980	020.9	3-495-470208-8	34954702088	E_LEN
bsz	104042109	020.9	3-421-5510-6	342155106	E_LEN
bsz	005238668	020.9	3-7654-154-3	376541543	E_LEN
bsz	252317939	020.9	9809412-2-1	980941221	E_LEN
bsz	272971723	020.9	978-3-934579-41	978393457941	E_LEN
bsz	049286110	020.z	398018537	NA	E_MISS
bsz	030640334	020.9	981-02-834-0	981028340	E_LEN
bsz	263654257	020.z	19054620903	19054620903	E_LEN
bsz	345596153	020.9	0-538-7336-2	053873362	E_LEN
bsz	003754898	020.9	3-11-00489-7	311004897	E_LEN
bsz	107763257	020.z	381120011	NA	E_MISS
bsz	019652925	020.z	378575530	NA	E_MISS
bsz	378361287	020.9	8-84088-56488-9	884088564889	E_LEN
bsz	029726905	020.z	38100958Xf	NA	E_MISS
bsz	003100413	020.z	35719204X	NA	E_MISS
bsz	029518628	020.9	0-520-8387-3	052083873	E_LEN
bsz	327805072	020.9	978-3-921254-81	978392125481	E_LEN
bsz	033586926	020.9	2-7381-199-2f	273811992	E_LEN
bsz	070257507	020.z	837183335	NA	E_MISS
bsz	096476796	020.9	9986-34-XXX-X	998634XXXX	E_CONV
bsz	30362745X	020.9	78-84-93491-4-0	78849349140	E_LEN
bsz	250221063	020.9	978-534-15590-3	978534155903	E_LEN
bsz	020300174	020.z	832133345	NA	E_MISS
bsz	351069607	020.9	82-000-27146-3	82000271463	E_LEN
bsz	002110490	020.9	978-3-000450-1	97830004501	E_LEN
bsz	081752210	020.9	3-19-13234-8	319132348	E_LEN
bsz	009259953	020.9	3-7725-455-8	377254558	E_LEN
bsz	120051346	020.z	832292544	NA	E_MISS
bsz	010881115	020.z	27082011603	27082011603	E_LEN
bsz	355362112	020.z	01120100007SI	01120100007	E_LEN
bsz	260714119	020.z	39808513438	39808513438	E_LEN
bsz	313548315	776.z	97802038660614	97802038660614	E_LEN
bsz	036504939	020.9	3-519-0210261	35190210261	E_LEN
bsz	019343140	020.9	0-8803-964-0	088039640	E_LEN
bsz	350713685	776.z	97802031377274	97802031377274	E_LEN
bsz	258458852	020.z	978879971541	978879971541	E_LEN
bsz	046255745	020.z	385214292	NA	E_MISS
bsz	020199732	020.z	332001479	NA	E_MISS
bsz	118007580	020.z	520104086	NA	E_MISS
bsz	106061461	020.9	3-515-8395-2	351583952	E_LEN
bsz	336574770	020.z	28694108008	28694108008	E_LEN
bsz	003971341	020.9	3-590-1407-X	35901407X	E_LEN
bsz	309544726	020.9	978143893104	978143893104	E_LEN
bsz	022717447	020.z	290826604	NA	E_MISS
bsz	25987650X	020.9	978-90-5356-94990-8	978905356949908	E_LEN
bsz	07985124X	020.z	8085800XXX	8085800XXX	E_CONV
bsz	005596661	020.z	387198757	NA	E_MISS
bsz	043211712	020.z	390046447	NA	E_MISS
bsz	085024376	020.z	290383619	NA	E_MISS
bsz	372614698	020.9	97808579297044	97808579297044	E_LEN
bsz	019257635	020.9	3-8706-075-1	387060751	E_LEN
bsz	035512989	020.9	3-423-2964-1	342329641	E_LEN
bsz	345583965	020.z	97838670502819	97838670502819	E_LEN
bsz	315887435	020.9	978-910143-34-0	978910143340	E_LEN
bsz	115625771	020.9	0-7100-00032-4	07100000324	E_LEN
bsz	091463467	020.z	377487902	NA	E_MISS
bsz	271746483	020.9	563-08477-4	563084774	E_LEN
bsz	265477751	020.z	97833834001528	97833834001528	E_LEN
bsz	275043002	020.z	978939414070	978939414070	E_LEN
bsz	320422429	020.z	978087594757	978087594757	E_LEN
bsz	004164091	020.9	3-7701-556-7	377015567	E_LEN
bsz	016714911	020.9	3-921220-61	392122061	E_LEN
bsz	113488645	020.9	5-7029-055-3	570290553	E_LEN
bsz	379474859	776.z	10.1787/19900864	NA	E_MISS
bsz	113248784	020.z	290988645	NA	E_MISS
bsz	063315335	020.z	077441680	NA	E_MISS
bsz	118531042	020.z	9 870415314336	870415314336	E_LEN
bsz	061746274	020.z	393208117	NA	E_MISS
bsz	074004581	020.9	306-37082-4	306370824	E_LEN
bsz	096357126	020.9	3-92303-95-0	392303950	E_LEN
bsz	035094737	020.9	3-922554-03-02	39225540302	E_LEN
bsz	118282204	020.z	97850308754	97850308754	E_LEN
bsz	054131308	020.9	3-540-055800-1	35400558001	E_LEN
bsz	107917866	020.z	384220857	NA	E_MISS
bsz	335698263	020.z	978345106257	978345106257	E_LEN
bsz	120723409	020.9	3-596-2329-6	359623296	E_LEN
bsz	287220834	020.z	978381477230	978381477230	E_LEN
bsz	005501865	020.9	2-218-03-111-	221803111	E_LEN
bsz	324236891	020.9	978-070061265	978070061265	E_LEN
bsz	074867652	020.9	0-952019-2-5	095201925	E_LEN
bsz	339400560	020.9	978-3-941721-04-03	97839417210403	E_LEN
bsz	267614217	020.z	978250352444	978250352444	E_LEN
bsz	020317603	020.9	90-92-8083-3	909280833	E_LEN
bsz	254623913	020.9	06-138089-X	06138089X	E_LEN
bsz	078138612	020.z	38936110006	38936110006	E_LEN
bsz	271746300	020.9	563-08409-X	56308409X	E_LEN
bsz	055612539	020.9	5-8508-069-6	585080696	E_LEN
bsz	01098528X	020.z	070100810	NA	E_MISS
bsz	352291583	020.z	97838344230137	97838344230137	E_LEN
bsz	378638580	020.9	978241954676	978241954676	E_LEN
bsz	038029987	020.9	3-14-300284-	314300284	E_LEN
bsz	312467737	776.z	97807546955974	97807546955974	E_LEN
bsz	016972481	020.z	379220082	NA	E_MISS
bsz	013498924	020.9	3-11-0078082-0	31100780820	E_LEN
bsz	121021424	020.z	978865210791	978865210791	E_LEN
bsz	338189122	020.9	978-02-086024-6	978020860246	E_LEN
bsz	307285936	020.9	978-3-86645-5-924-3	97838664559243	E_LEN
bsz	026283689	020.9	2-904228-10f-	290422810	E_LEN
bsz	351069607	020.z	82000271463	82000271463	E_LEN
bsz	284190314	020.z	97838353003638	97838353003638	E_LEN
bsz	085071455	020.9	0-854-88-122-	085488122	E_LEN
bsz	094797404	020.9	3-21-01933-9	321019339	E_LEN
bsz	032216491	020.z	380440192	NA	E_MISS
bsz	106093479	020.z	847827004	NA	E_MISS
bsz	383501857	020.z	996045499	NA	E_MISS
bsz	30298061X	020.z	978883179447	978883179447	E_LEN
bsz	034488170	020.9	8-7776-140-2	877761402	E_LEN
bsz	05525280X	020.9	5-89042-02-X	58904202X	E_LEN
bsz	04362183X	020.z	348703368	NA	E_MISS
bsz	356927369	776.z	978342853286	978342853286	E_LEN
bsz	042746558	020.z	40141886	NA	E_MISS
bsz	023220848	020.z	391064048	NA	E_MISS
bsz	360070094	020.z	97823506355	97823506355	E_LEN
bsz	348563833	776.z	978311025349	978311025349	E_LEN
bsz	07644208X	020.z	670308536	NA	E_MISS
bsz	029875218	020.9	3-7959-414-9	379594149	E_LEN
bsz	271526424	020.z	978884769539	978884769539	E_LEN
bsz	057645132	020.9	90-5410-44-1	905410441	E_LEN
bsz	112782035	020.z	34524396X1	34524396X1	E_CONV
bsz	019099363	020.9	3-9200460-48-0	39200460480	E_LEN
bsz	261442600	020.9	3-510-6183-X	35106183X	E_LEN
bsz	045217122	020.9	3-89322-66-8	389322668	E_LEN
bsz	326354921	020.z	702002372	NA	E_MISS
bsz	394490916	020.z	899222508303650	899222508303650	E_LEN
bsz	038027046	020.z	390711703	NA	E_MISS
bsz	082042268	020.9	3-8799-435-8	387994358	E_LEN
bsz	095905693	020.z	300800190	NA	E_MISS
bsz	011176156	020.9	3-921566-07-10	39215660710	E_LEN
bsz	256289336	020.9	95094023236	95094023236	E_LEN
bsz	056655797	020.9	3-7952-139-X	37952139X	E_LEN
bsz	28616972X	020.z	978856044639	978856044639	E_LEN
bsz	323403727	020.z	39871088743	39871088743	E_LEN
bsz	050763733	020.z	335500772	NA	E_MISS
bsz	030195845	020.z	385420182	NA	E_MISS
bsz	277151686	020.z	88492209703	88492209703	E_LEN
bsz	116837594	020.9	5-7692-06-34-	576920634	E_LEN
bsz	048169935	020.9	2-07-73239-8	207732398	E_LEN
bsz	357085949	020.z	978819076315	978819076315	E_LEN
bsz	052374424	020.z	208070198	NA	E_MISS
bsz	075190419	020.9	2-85-299-013-	285299013	E_LEN
bsz	36399906X	776.z	978647510095	978647510095	E_LEN
bsz	277897777	020.9	978-84-8109-1523-6	97884810915236	E_LEN
bsz	083772502	020.9	0-421-620005-X	0421620005X	E_LEN
bsz	090978153	020.z	086506856	NA	E_MISS
bsz	338565175	020.9	978-0-61-10295-5	978061102955	E_LEN
bsz	102949980	020.z	966007078	NA	E_MISS
bsz	108786625	020.9	90-556-349-4	905563494	E_LEN
bsz	37548244X	020.z	978110281248	978110281248	E_LEN
bsz	273388754	020.z	30841473215626	30841473215626	E_LEN
bsz	11641300X	020.z	97818523376	97818523376	E_LEN
bsz	006079431	020.9	3-19-6312-5	31963125	E_LEN
bsz	026831600	020.z	208113569	NA	E_MISS
bsz	262935333	020.z	978357969470	978357969470	E_LEN
bsz	36284545X	020.9	978-3-7761-278-9	978377612789	E_LEN
bsz	043540643	020.9	5-7331-006-0	573310060	E_LEN
bsz	067133037	020.z	906027242	NA	E_MISS
bsz	272982520	020.z	59853310625	59853310625	E_LEN
bsz	251865878	020.9	978-8021-1238-6	978802112386	E_LEN
bsz	329932586	776.z	978110233780	978110233780	E_LEN
bsz	255334001	020.9	978-8017-2034-6	978801720346	E_LEN
bsz	023676353	020.9	3-7799-183-8	377991838	E_LEN
bsz	035079592	020.9	3-18-09400-3	318094003	E_LEN
bsz	355362058	020.z	01120100001SI	01120100001	E_LEN
bsz	004191277	020.9	3-19-41225-1	319412251	E_LEN
bsz	366627376	020.9	978-3-17-22379-0	978317223790	E_LEN
bsz	121366472	020.z	97809466216	97809466216	E_LEN
bsz	079762697	020.9	3-827-0334-2	382703342	E_LEN
bsz	120189615	020.9	978-047-86110	97804786110	E_LEN
bsz	353504874	020.9	978-0-0-11-331307-5	97800113313075	E_LEN
bsz	116709413	020.9	930268-10-8	930268108	E_LEN
bsz	085946427	020.9	3-8548-002-4	385480024	E_LEN
bsz	355993287	020.9	978-583508453	978583508453	E_LEN
bsz	008209316	020.z	377809204	NA	E_MISS
bsz	302979808	020.z	978883179447	978883179447	E_LEN
bsz	281580774	020.z	284161732	NA	E_MISS
bsz	268404437	020.9	3-442-42529*	344242529	E_LEN
bsz	307161331	020.9	1087876800X	1087876800X	E_LEN
bsz	021511748	020.9	3-518-1283-5	351812835	E_LEN
bsz	063368226	020.z	8390700790X	8390700790X	E_LEN
bsz	086927388	020.z	06080341X	NA	E_MISS
bsz	354525719	020.z	978077117443	978077117443	E_LEN
bsz	264655702	020.9	3-9-251690-9	392516909	E_LEN
bsz	093519451	020.9	3-7911-0053	379110053	E_LEN
bsz	036364541	020.z	349213346	NA	E_MISS
bsz	04635736X	020.z	389490125	NA	E_MISS
bsz	07644208X	020.9	670-30853-6	670308536	E_LEN
bsz	046797440	020.9	2-218-1602-8	221816028	E_LEN
bsz	27373279X	020.z	978393457944	978393457944	E_LEN
bsz	272982520	020.9	5-98533-1062-5	59853310625	E_LEN
bsz	083136924	020.9	2-970012-6-3	297001263	E_LEN
bsz	048711497	020.z	344309117	NA	E_MISS
bsz	04342404X	020.9	3-8790-166-3	387901663	E_LEN
bsz	022362096	020.9	3-8228-005-9	382280059	E_LEN
bsz	115927883	020.z	357971092	NA	E_MISS
bsz	265389208	020.9	978-8022-0881-2	978802208812	E_LEN
bsz	013382497	020.9	3-900-271-15-	390027115	E_LEN
bsz	364739665	020.z	ISB3438011	NA	E_MISS
bsz	327820586	020.z	01372335	NA	E_MISS
bsz	014080893	020.9	3-921-953-08-	392195308	E_LEN
bsz	313939284	020.z	978885794134	978885794134	E_LEN
bsz	055501184	020.z	208070028	NA	E_MISS
bsz	083136924	020.z	297001263	NA	E_MISS
bsz	021888418	020.9	3-496-0467-3	349604673	E_LEN
bsz	04656912X	020.z	34215021X	NA	E_MISS
bsz	010964924	020.9	471-51123-X	47151123X	E_LEN
bsz	275043002	020.9	978-939414-07-0	978939414070	E_LEN
bsz	074867652	020.z	095201925	NA	E_MISS
bsz	276762061	020.z	744134	NA	E_MISS
bsz	307541177	020.9	83-224-468-9	832244689	E_LEN
bsz	040844226	020.9	3-448-2914-9	344829149	E_LEN
bsz	036908827	020.9	5-77-07-31-15	577073115	E_LEN
bsz	037727494	020.z	968361838	NA	E_MISS
bsz	32490701X	776.z	0203088373X	0203088373X	E_LEN
bsz	06437906X	020.z	310090896	NA	E_MISS
bsz	036921602	020.9	3-462-01451	346201451	E_LEN
bsz	042937833	020.z	342881730	NA	E_MISS
bsz	285527908	020.9	2-207-20362-10	22072036210	E_LEN
bsz	002037025	020.9	435-32881-6	435328816	E_LEN
bsz	061402230	020.z	080427015	NA	E_MISS
bsz	04147581X	020.z	014021264	NA	E_MISS
bsz	051114666	020.9	3-8924-958-4	389249584	E_LEN
bsz	367005786	020.9	88202-041-2	882020412	E_LEN
bsz	055337023	020.z	379578035	NA	E_MISS
bsz	05776879X	020.z	387214516	NA	E_MISS
bsz	065147022	020.9	3-85676-80-6	385676806	E_LEN
bsz	06041149X	020.9	17-178706-4	171787064	E_LEN
bsz	115188630	020.z	310008501	NA	E_MISS
bsz	025613022	020.z	386010610	NA	E_MISS
bsz	381741885	020.9	910856-57-5	910856575	E_LEN
bsz	04147581X	020.9	0-14-02-1264-	014021264	E_LEN
bsz	052594815	020.z	599386003	NA	E_MISS
bsz	378323849	020.9	388804038	NA	E_MISS
bsz	257303669	020.z	393119436	NA	E_MISS
bsz	072141271	020.9	0-473-0238-4	047302384	E_LEN
bsz	121552004	020.9	0-54719-60-3	054719603	E_LEN
bsz	32275156X	020.z	09682650	NA	E_MISS
bsz	315020296	020.9	978-3-423-5775-2	978342357752	E_LEN
bsz	04838190X	020.z	385191301658	385191301658	E_LEN
bsz	007335407	020.9	3-462-0145-3	346201453	E_LEN
bsz	011735805	020.z	306305542	NA	E_MISS
bsz	336574770	020.9	28694108008	28694108008	E_LEN
bsz	082157286	020.9	3-7758-821-3	377588213	E_LEN
bsz	052514374	020.9	0-94302-55-4	094302554	E_LEN
bsz	05632815X	020.9	3-529-7208-7	352972087	E_LEN
bsz	061742856	020.9	0-07-46088-4	007460884	E_LEN
bsz	10709391X	020.9	5-85234-11-8	585234118	E_LEN
bsz	031364314	020.z	918596602	NA	E_MISS
bsz	012304794	020.9	3-570-1066-x	35701066x	E_LEN
bsz	058331751	020.9	92-827-844-X	92827844X	E_LEN
bsz	276854527	020.z	978300022887	978300022887	E_LEN
bsz	34857651X	776.z	978775730563	978775730563	E_LEN
bsz	332262162	020.9	978-3-899995-649-8	97838999956498	E_LEN
bsz	036504939	020.z	35190210261	35190210261	E_LEN
bsz	034595678	020.9	3-89204-82-6	389204826	E_LEN
bsz	038609533	020.9	3-8253-138-9	382531389	E_LEN
bsz	065030419	020.9	83-04-043-69f	830404369	E_LEN
bsz	276836588	020.9	978-8262-112-4	97882621124	E_LEN
bsz	056218249	020.9	87-7513-01-5	877513015	E_LEN
bsz	351731431	020.z	97805200256187	97805200256187	E_LEN
bsz	093828888	020.9	3-929-607-36-	392960736	E_LEN
bsz	066840856	020.9	90-7431-41-9	907431419	E_LEN
bsz	004657284	020.z	347166561	NA	E_MISS
bsz	020461933	020.z	34279132X	NA	E_MISS
bsz	067350690	020.9	3-7946-049-4	379460494	E_LEN
bsz	119398826	020.9	978-0387-2547	97803872547	E_LEN
bsz	332262162	020.z	97838999956498	97838999956498	E_LEN
bsz	110177320	020.z	398083627	NA	E_MISS
bsz	261655981	020.9	978-938831-00-7	978938831007	E_LEN
bsz	020316593	020.9	5-02-27965-X	50227965X	E_LEN
bsz	099064588	020.9	3-94849-35-0	394849350	E_LEN
bsz	06505024X	020.z	926404856	NA	E_MISS
bsz	306607115	020.z	978933249692	978933249692	E_LEN
